"nota","genotipo"
2.5,"UBTTE650/2SHB03"
2.25,"UBTTE650/UBYXG377"
3.5,"UBTTE650/UBYYE200"
2,"UBTTE650/UBYYF350"
5,"UBTTE651/2SHB03"
4,"UBTTE651/B7Y6Y842ZL.1"
5,"UBTTE651/PEFXD266"
4,"UBTTE661/PEFXD266"
3,"UBTTE671/2SHB03"
5,"UBTTE671/B7Y6Y842ZL.1"
3,"UBTTE671/WYF6091"
3,"UBTTE681/2SHB03"
4,"UBTTE681/B7Y6Y842ZL.1"
2,"UBTTE681/WYF6091"
7,"UBTTE691/PEFXD266"
3,"UBTTE701/2SHB03"
2,"UBTTE701/B7Y6Y842ZL.1"
2,"UBTTE701/WYF6091"
2.5,"UBTTE847/WYY8370"
3,"UBTTE847ZL.1/WYY8370"
2,"UBTTE847ZL.2/WYY8370"
2.5,"UBTTE847ZL.3/WYY8370"
4,"UBTTF221ZL.0/2SHB03"
6,"UBTTF221ZL.0/B7Y6Y842ZL.1"
2,"UBTTF221ZL.0/WYY8370"
2,"UBTTF300/1ZDB84"
2,"UBTTF300/1ZRB84ZS.0"
2,"UBTTF300/2DEB00"
2.5,"UBTTF300/8DTB18"
3,"UBTTF300/ACYXE958"
3.25,"UBTTF300/B7Y6Y842ZL.1"
2.5,"UBTTF300/UBYFE258"
3,"UBTTF300/UBYXG377"
3.5,"UBTTF300/UBYYD790"
2.5,"UBTTF300/WYY8370"
2,"UBTTF310/2SHB03"
2.5,"UBTTF310/ACYFE908"
2.25,"UBTTF310/B7Y6Y842ZL.1"
3,"UBTTF310/UBYFE258"
2.5,"UBTTF310/UBYXG377"
3,"UBTTF310/UBYYD399"
2.25,"UBTTF310/UBYYG780"
2,"UBTTF320/1ZRB84ZS.0"
2,"UBTTF320/2SHB03"
2,"UBTTF320/ACYXE958"
2,"UBTTF320/UBYXG377"
3.5,"UBTTF600/1YHB35"
2,"UBTTF600/1ZRB84ZS.0"
2,"UBTTF600/2DEB00"
3.5,"UBTTF600/2DEB35"
2,"UBTTF600/2SHB03"
2.5,"UBTTF600/MTYYE723"
4,"UBTTF600/MTYYG121"
3,"UBTTF600/UBYXD786"
3,"UBTTF600/UBYXG377"
2.5,"UBTTF600/UBYYD570"
2.5,"UBTTF600/UBYYD810"
3,"UBTTF600/UBYYE359"
4,"UBTTF600/UBYYG780"
2,"UBTTF600/WYY8370"
2,"UBTTF640/1EEB17"
3,"UBTTF640/ACYXE958"
4,"UBTTG228ZL.0/2SHB03"
3,"UBTTG228ZL.0/8DTB18"
3.25,"UBTTG228ZL.0/DBJKK3166"
4.5,"UBTTG228ZL.0/DBJKK3175"
5.25,"UBTTG228ZL.0/PEFXD266"
3,"UBTTG228ZL.0/WYY8370"
2,"UBTTG390/UBYXG377"
3,"UBTTG570/1YHB35"
3,"UBTTG570/1ZRB84ZS.0"
2,"UBTTG570/2SHB03"
3,"UBTTG570/UBFXC736"
3,"UBTTG570/UBYXG377"
3,"UBTTG570/UBYYD810"
3.5,"UBTTG570/UBYYE200"
3.5,"UBTTG570/UBYYE349"
2,"UBTTG570/UBYYE359"
4,"UBTTG570/WXXD474"
2.5,"UBTUD249/1EEB63"
3,"UBTUD249/1FEB83"
3,"UBTUD249/1PEB88"
2.5,"UBTUD249/1UEB29"
4,"UBTUD249/1YHB35"
2,"UBTUD249/1ZDB84"
3.5,"UBTUD249/ACYFC499"
4.5,"UBTUD249/ACYFE908"
2,"UBTUD249/MTYYE723"
3.5,"UBTUD249/MTYYG121"
2.5,"UBTUD249/PEXXE236"
3,"UBTUD249/UBYFF788"
3.5,"UBTUD249/UBYXD786"
2.5,"UBTUD249/UBYXE329"
2,"UBTUD249/UBYYD099"
3.75,"UBTUD249/UBYYD399"
3,"UBTUD249/UBYYD640"
3,"UBTUD249/UBYYD790"
3,"UBTUD249/UBYYD810"
3.5,"UBTUD249/UBYYE359"
4.5,"UBTUD249/UBYYE430"
4,"UBTUD249/UBYYE740"
5,"UBTUD249/UBYYE770"
3.5,"UBTUD249/UBYYF340"
2.5,"UBTUD249/WYFC994"
2,"UBTUD249/WYY8370"
2.5,"UBTUD249/YYX7575"
5,"UBTUD249/ZYY8390"
4,"UBTUD529/1DRB96"
2,"UBTUD529/1YRB77ZS.0"
2,"UBTUD529/1ZDB84"
3,"UBTUD529/1ZRB84ZS.0"
5,"UBTUD529/2SHB03"
4.25,"UBTUD529/B7Y6Y842ZL.1"
4,"UBTUD529/UBYXG377"
2,"UBTUD529/WYY8370"
2.5,"UBTUD539/1YHB35"
3,"UBTUD539/1ZRB84ZS.0"
4.5,"UBTUD539/UBAXD537"
2.5,"UBTUD539/UBYXG377"
3.5,"UBTUD539/UBYYD570"
2,"UBTUE167/WYY8370"
2,"UBTUE177/1YRB77ZS.0"
4.5,"UBTUE177/WTP6741ZL.2"
4.25,"UBTUE177ZL.2/1ZDB84"
3,"UBTUE177ZL.2/2SHB03"
5.5,"UBTUE177ZL.2/4DEB01"
4.5,"UBTUE177ZL.2/8DTB18"
5,"UBTUE177ZL.2/PEFXD266"
2.5,"UBTUE177ZL.2/WYY8370"
4,"UBTUE189/B7Y6Y842ZL.1"
3.75,"UBTUE189/UBFXC736"
3,"UBTUE189/UBYXE427"
2,"UBTUE199/1YHB35"
2,"UBTUE199/1ZRB84ZS.0"
2,"UBTUE199/2SHB03"
3.5,"UBTUE199/ACYFE908"
2.5,"UBTUE199/MTYYE723"
2,"UBTUE199/MTYYG121"
3,"UBTUE199/PEXXE236"
2.75,"UBTUE199/UBFXC736"
2.5,"UBTUE199/UBYXD786"
2,"UBTUE199/UBYXG377"
2.5,"UBTUE199/UBYYD099"
2.5,"UBTUE199/UBYYD570"
4,"UBTUE199/UBYYD790"
3.5,"UBTUE199/UBYYD810"
3,"UBTUE199/UBYYE430"
2.5,"UBTUE199/UBYYE740"
3,"UBTUE199/UBYYE770"
2.5,"UBTUE199/WYFC994"
1.5,"UBTUE199/WYY8370"
2.5,"UBTUE209/1EEB17"
2.5,"UBTUE209/1EEB63"
2,"UBTUE209/1ZDB84"
2,"UBTUE209/1ZRB84ZS.0"
3,"UBTUE209/2SHB03"
2,"UBTUE209/PEYFB379"
2.5,"UBTUE209/UBFXC736"
3,"UBTUE209/UBYFE489"
2,"UBTUE209/UBYXG377"
2.5,"UBTUE209/UBYYD399"
2.5,"UBTUE209/UBYYE089"
2,"UBTUE229/1PEB88"
3,"UBTUE229/B7Y6Y842ZL.1"
4,"UBTUE519/YTU7135"
3.5,"UBTUE549/1UEB29"
3,"UBTUE549/2FEB55"
5.5,"UBTUE549/PEYFE158"
3,"UBTUE549/UBFXC736"
3.5,"UBTUE549/YTU7135"
2.5,"UBTUE569/ZYFG385"
3,"UBTUE599/UBYYD389"
2.5,"UBTUE599/UBYYD399"
2.5,"UBTUE599/UBYYE089"
2.75,"UBTUE599/UBYYF350"
2,"UBTUE599/UBYYG780"
2,"UBTUE619/1EEB17"
2.5,"UBTUE619/1EEB63"
2,"UBTUE619/1EEB88"
2.5,"UBTUE619/1ZDB84"
2,"UBTUE619/1ZRB84ZS.0"
2,"UBTUE619/2AHB26ZS.0"
2,"UBTUE619/2SHB03"
3,"UBTUE619/8DTB18"
2,"UBTUE619/PEFXD266"
3,"UBTUE629/UBFXC736"
2.25,"UBTUE629/UBYFE489"
3,"UBTUE629/UBYYE089"
2.25,"UBTUE629/UBYYE109"
2.5,"UBTUE629/UBYYG780"
2,"UBTUE629/YYX7575"
4.5,"UBTUE649/PEYFE158"
2,"UBTUE649/UBYFE258"
2,"UBTUF579/1ZRB84ZS.0"
2,"UBTUF579/2SHB03"
2,"UBTUF579/UBYXG377"
2.75,"UBTXF238ZL.0/2SHB03"
2.5,"UBTXF238ZL.0/UBYXG377"
4.5,"UBTXF248ZL.0/PEFFB318"
5.5,"UBTXF248ZL.0/PEFXD266"
4.5,"UBTXF248ZL.0/PEYFC319"
5,"UBTXF248ZL.0/PEYFE158"
7,"UBTXF248ZL.0/PEYYB199"
3.5,"UBTXF248ZL.0/UBFXC736"
3,"UBTXF248ZL.0/UBYXD730"
4.5,"UBTXF248ZL.0/UBYXE329"
2.5,"UBTXF248ZL.0/UBYXE427"
3.25,"UBTXF248ZL.0/UBYXG377"
5.25,"UBTXF248ZL.0/UBYYD399"
2.75,"UBTXF248ZL.0/UBYYD760"
4.5,"UBTXF248ZL.0/UBYYE089"
5,"UBTXF248ZL.0/UBYYE109"
3.5,"UBTXF248ZL.0/UBYYE190"
4.5,"UBTXF248ZL.0/UBYYE359"
3,"UBTXF248ZL.0/UBYYF511"
2,"UBUUB711/1ZRB84ZS.0"
6,"UBUUB711/WTP6741ZL.2"
3,"UBUUC721/1PEB88"
2,"UBUUC721/1ZRB84ZS.0"
4,"UBUUC721/WTP6741ZL.2"
3,"UBUUC731/1PEB88"
3,"UBUUC761/1ZRB84ZS.0"
4,"UBUUC761/WTP6741ZL.2"
2,"UBUUD771/1YRB77ZS.0"
3,"UBUUD771/1ZRB84ZS.0"
4,"UBUUD781/1PEB88"
6,"UBUUD781/1ZRB84ZS.0"
8,"UBUUD781/WTP6741ZL.2"
3,"UBUUD791/1PEB88"
3,"UBUUD791/1ZRB84ZS.0"
3,"UBUUD801/1PEB88"
2,"UBUUD801/1ZRB84ZS.0"
3,"UBUUD801/WTP6741ZL.2"
2,"UBUUD811/1ZRB84ZS.0"
3,"UBUUD811/WTP6741ZL.2"
3,"UBUUD831/1ZRB84ZS.0"
2,"UBUUD831/8DTB18"
4,"UBUUD831/WTP6741ZL.2"
3,"UBUUD841/1ZRB84ZS.0"
3,"UBUUD841/WTP6741ZL.2"
2,"UBUUE861/1ZRB84ZS.0"
5,"UBUUE861/WTP6741ZL.2"
3,"UBUUE871/1ZRB84ZS.0"
3,"UBUUE871/WTP6741ZL.2"
2,"UBUUE891/1PEB88"
2,"UBUUE891/1ZRB84ZS.0"
3,"UBUUE891/WTP6741ZL.2"
2,"UBUUF261/1ZRB84ZS.0"
5,"UBUUF261/WTP6741ZL.2"
3,"UBUUF281/1ZRB84ZS.0"
5,"UBUUF281/WTP6741ZL.2"
3,"UBXXD541/1ZRB84ZS.0"
5,"UBXXD541/WTP6741ZL.2"
3,"UBXXD551/WTP6741ZL.2"
4,"UBXXD561/1PEB88"
2,"UBXXD561/4DEB01"
4,"UBXXE571/1PEB88"
3,"UBXXE571/1ZRB84ZS.0"
4,"UBXXE571/WTP6741ZL.2"
2,"UBYFD248/ZTU7026ZL.2"
3.5,"UBYFD458/ZTU7026ZL.2"
3.25,"UBYFE489/UBTTD400"
2.25,"UBYFE489/UBTTD490"
2.25,"UBYFE489/ZTU7026ZL.2"
2,"UBYFE528/ZTU7026ZL.2"
2,"UBYFF378/UBTTD400"
2,"UBYFF378/UBTTD490"
2.5,"UBYFF378/WTP6741ZL.2"
2,"UBYFF788/UBTTD490"
2,"UBYFG188/UBTTD400"
2.5,"UBYFG188/UBTTD490"
2,"UBYFG188/UBTTG228ZL.0"
2.5,"UBYFG188/WTP6741ZL.2"
2,"UBYFG188/ZTU7026ZL.2"
2,"UBYFG198/B7T1C128ZS.1"
2,"UBYFG198/PETTF126ZL.2"
2,"UBYFG198/UBTTG228ZL.0"
2,"UBYFG198/WTP6741ZL.2"
2,"UBYFG198/ZTU7026ZL.2"
2.25,"UBYXD217/UBTTD490"
2,"UBYXD217/UBTUD529"
2.5,"UBYXD596/UBTTD400"
2,"UBYXD596/UBTTD490"
2.25,"UBYXD596/UBTUD529"
3,"UBYXD656/2ZRB29ZS.0"
4,"UBYXD656/8DTB37"
2.5,"UBYXD730/1ZRB84ZS.0"
3,"UBYXD730/2AHB26ZS.0"
3,"UBYXD730/B7Y6Y842ZL.1"
2,"UBYXD730/PETTF126ZL.2"
3,"UBYXD786/UBTTD400"
2,"UBYXD786/UBTTD490"
3,"UBYXD786/UBTUD529"
2,"UBYXD816/1ZDB84"
2.5,"UBYXD816/2ZRB29ZS.0"
2,"UBYXE329/1ZDB84"
2,"UBYXE329/1ZRB84ZS.0"
2,"UBYXE329/UBTTD400"
2,"UBYXE329/UBTTD490"
3,"UBYXE329/UBTTG228ZL.0"
2,"UBYXE329/UBTUD529"
5.5,"UBYXE329/UBTUE177ZL.2"
2,"UBYXE329/ZTU7026ZL.2"
3.25,"UBYXE388/B7T7T812ZS.4"
2.5,"UBYXE388/PETTF126ZL.2"
3.5,"UBYXE388/UBTTG228ZL.0"
4,"UBYXE388/UBTUE177ZL.2"
2,"UBYXE388/ZTU7026ZL.2"
3,"UBYXE419/2AHB26ZS.0"
2.5,"UBYXE419/2PHB97ZS.0"
4,"UBYXE419/B6T7T943ZS.2"
2.5,"UBYXE419/B7Y6Y842ZL.1"
3,"UBYXE419/UBTTD400"
3.5,"UBYXE419/UBTTG228ZL.0"
3,"UBYXE419/UBTUD529"
2.5,"UBYXE419/UBTXF238ZL.0"
3.25,"UBYXE419/ZTU7026ZL.2"
2.75,"UBYXE427/4DEB01"
2.5,"UBYXE427/PETTF126ZL.2"
2,"UBYXE427/UBTTD400"
2.5,"UBYXE427/UBTTD490"
3.5,"UBYXE427/UBTUD529"
2.75,"UBYXE427/UBTXF238ZL.0"
3,"UBYXE427/WTP6741ZL.2"
3,"UBYXE449/UBTTD400"
2,"UBYXE449/UBTTD490"
1.75,"UBYXG377/ZTU7026ZL.2"
7,"UBYYB261/UBTUE177ZL.2"
5,"UBYYB261/ZTU7026ZL.2"
4,"UBYYC281/UBTUE177ZL.2"
2,"UBYYC281/ZTU7026ZL.2"
2,"UBYYC750/UBTTD400"
3.5,"UBYYC750/UBTUD529"
4.25,"UBYYD019/UBTTD400"
6,"UBYYD019/UBTTG228ZL.0"
5.25,"UBYYD019/UBTXF238ZL.0"
5.25,"UBYYD019/WTP6741ZL.2"
3,"UBYYD099/8DTB18"
4,"UBYYD099/B6T7T943ZS.2"
2.5,"UBYYD099/UBTTD400"
2,"UBYYD099/UBTTD490"
2,"UBYYD099/UBTTG228ZL.0"
4,"UBYYD099/UBTUD529"
2,"UBYYD099/ZTU7026ZL.2"
6,"UBYYD141/UBTUE177ZL.2"
6,"UBYYD141/WTP6741ZL.2"
3.5,"UBYYD141/ZTU7026ZL.2"
3,"UBYYD151/WTP6741ZL.2"
2,"UBYYD151/WTXC024"
2,"UBYYD151/ZTU7026ZL.2"
2,"UBYYD171/B7T7T812ZS.4"
4.75,"UBYYD288/UBTTG228ZL.0"
3.5,"UBYYD288/WTP6741ZL.2"
2.5,"UBYYD291/ZTU7026ZL.2"
3,"UBYYD301/UBTTG228ZL.0"
3,"UBYYD301/UBTUE177ZL.2"
4,"UBYYD301/WTP6741ZL.2"
4,"UBYYD311/UBTUE177ZL.2"
3,"UBYYD311/WTP6741ZL.2"
2,"UBYYD311/ZTU7026ZL.2"
2.75,"UBYYD320/UBTTD400"
3,"UBYYD320/WTP6741ZL.2"
5,"UBYYD321/UBTUE177ZL.2"
3,"UBYYD321/WTP6741ZL.2"
2,"UBYYD321/ZTU7026ZL.2"
2,"UBYYD351/1ZRB84ZS.0"
4,"UBYYD351/WTP6741ZL.2"
2.25,"UBYYD361/ZTU7026ZL.2"
2,"UBYYD371/B7T7T812ZS.4"
2,"UBYYD371/UBTUE177ZL.2"
3,"UBYYD371/WTP6741ZL.2"
2,"UBYYD371/ZTU7026ZL.2"
4,"UBYYD379/B7T1C128ZS.1"
3,"UBYYD379/UBTTG228ZL.0"
4,"UBYYD379/UBTUE177ZL.2"
2.5,"UBYYD379/WTP6741ZL.2"
2.5,"UBYYD389/UBTTD490"
2,"UBYYD389/ZTU7026ZL.2"
3,"UBYYD399/2ZRB29ZS.0"
5,"UBYYD399/B6T7T943ZS.2"
4,"UBYYD399/B7T7T812ZS.4"
3,"UBYYD399/UBTTD400"
2.25,"UBYYD399/UBTTD490"
5,"UBYYD399/UBTTG228ZL.0"
2.5,"UBYYD399/UBTUD529"
5,"UBYYD399/UBTUE177ZL.2"
4,"UBYYD399/WTP6741ZL.2"
2,"UBYYD399/ZTU7026ZL.2"
2,"UBYYD479/UBTTD400"
2.5,"UBYYD479/UBTTD490"
3.5,"UBYYD479/WTP6741ZL.2"
2,"UBYYD479/ZTU7026ZL.2"
2,"UBYYD499/UBTTD400"
2.5,"UBYYD499/UBTTD490"
2.5,"UBYYD499/ZTU7026ZL.2"
3,"UBYYD570/B7T7T812ZS.4"
2,"UBYYD570/UBTTD400"
2,"UBYYD570/UBTTD490"
3.5,"UBYYD570/UBTTE410"
3,"UBYYD570/UBTUD529"
3,"UBYYD570/WTP6741ZL.2"
3.5,"UBYYD640/UBTTD490"
2,"UBYYD760/1ZRB84ZS.0"
2.5,"UBYYD760/2AHB26ZS.0"
3,"UBYYD760/B7Y6Y842ZL.1"
2.5,"UBYYD760/PETTF126ZL.2"
2.5,"UBYYD760/UBTXF238ZL.0"
4,"UBYYD760/WTP6741ZL.2"
3,"UBYYD790/UBTTD400"
3,"UBYYD790/UBTTD490"
3,"UBYYD790/UBTUD529"
2,"UBYYD810/UBTTD400"
3.5,"UBYYD810/UBTTD490"
4,"UBYYD810/UBTUD529"
2,"UBYYD810/WYY8370"
3,"UBYYD810/ZTU7026ZL.2"
4,"UBYYE089/2ZRB29ZS.0"
5,"UBYYE089/B6T7T943ZS.2"
3,"UBYYE089/PETTF126ZL.2"
3.5,"UBYYE089/UBTTG228ZL.0"
4,"UBYYE089/UBTUE177ZL.2"
2,"UBYYE089/ZTU7026ZL.2"
4,"UBYYE109/B7T7T812ZS.4"
2.5,"UBYYE109/UBTTD400"
6,"UBYYE109/UBTTG228ZL.0"
5.25,"UBYYE109/WTP6741ZL.2"
2,"UBYYE190/1ZRB84ZS.0"
2.5,"UBYYE190/2AHB26ZS.0"
3,"UBYYE190/B7Y6Y842ZL.1"
2.5,"UBYYE190/PETTF126ZL.2"
4.75,"UBYYE190/UBTTD400"
2.5,"UBYYE190/UBTTD490"
3.25,"UBYYE190/UBTXF238ZL.0"
3.5,"UBYYE200/UBTTD400"
4.5,"UBYYE270/WTP6741ZL.2"
4,"UBYYE349/B6T7T943ZS.2"
4.5,"UBYYE349/UBTTD400"
2.5,"UBYYE349/UBTTD490"
4,"UBYYE349/UBTTG228ZL.0"
4.5,"UBYYE359/2ZRB29ZS.0"
5,"UBYYE359/B6T7T943ZS.2"
5,"UBYYE359/UBTTG228ZL.0"
2,"UBYYE369/B7T7T812ZS.4"
2,"UBYYE369/PETTF126ZL.2"
3,"UBYYE369/UBTTD400"
2,"UBYYE369/UBTTD490"
2.5,"UBYYE369/WTP6741ZL.2"
2,"UBYYE369/ZTU7026ZL.2"
2,"UBYYE381/1ZRB84ZS.0"
2,"UBYYE381/B6T7T943ZS.2"
3,"UBYYE381/WTP6741ZL.2"
3,"UBYYE391/ZTU7026ZL.2"
3,"UBYYE401/UBTTG228ZL.0"
2,"UBYYE401/WTP6741ZL.2"
4,"UBYYE411/UBTUE177ZL.2"
6,"UBYYE411/WTP6741ZL.2"
2,"UBYYE411/ZTU7026ZL.2"
3,"UBYYE421/UBTUE177ZL.2"
4,"UBYYE421/WTP6741ZL.2"
3,"UBYYE421/ZTU7026ZL.2"
3,"UBYYE430/UBTTD400"
3.5,"UBYYE430/UBTUD529"
6,"UBYYE431/UBTTG228ZL.0"
5,"UBYYE431/UBTUE177ZL.2"
5,"UBYYE431/WTP6741ZL.2"
5,"UBYYE441/UBTUE177ZL.2"
2,"UBYYE441/WTP6741ZL.2"
2,"UBYYE441/ZTU7026ZL.2"
3,"UBYYE451/1ZRB84ZS.0"
5,"UBYYE451/B7T7T812ZS.4"
5,"UBYYE451/PETTF126ZL.2"
2,"UBYYE451/WTP6741ZL.2"
2,"UBYYE461/UBTUE177ZL.2"
2,"UBYYE461/ZTU7026ZL.2"
7,"UBYYE491/UBTUE177ZL.2"
6,"UBYYE491/WTP6741ZL.2"
3,"UBYYE491/ZTU7026ZL.2"
3,"UBYYE740/B7T7T812ZS.4"
4,"UBYYE740/UBTTD400"
2.5,"UBYYE740/UBTTD490"
2,"UBYYE740/UBTUD529"
4,"UBYYE740/WTP6741ZL.2"
6,"UBYYE770/2ZRB29ZS.0"
4.5,"UBYYE770/UBTTD400"
2,"UBYYE770/UBTTD490"
3,"UBYYE770/UBTUD529"
3.5,"UBYYE770/ZTU7026ZL.2"
6,"UBYYE800/UBTUD529"
5,"UBYYE800/WTP6741ZL.2"
4,"UBYYF039/UBTTD400"
2,"UBYYF039/UBTTD490"
3.5,"UBYYF220/2FEB29"
3.5,"UBYYF220/UBTTD400"
3,"UBYYF220/UBTTD490"
4.5,"UBYYF220/UBTUD529"
2.5,"UBYYF340/2AHB26ZS.0"
3.5,"UBYYF340/PETTF126ZL.2"
4,"UBYYF340/UBTTD400"
2.5,"UBYYF340/UBTTD490"
3,"UBYYF340/UBTUD529"
2,"UBYYF350/2SHB03"
2.5,"UBYYF350/8DTB18"
2.5,"UBYYF350/UBTTD400"
3,"UBYYF350/UBTUD529"
2.5,"UBYYF511/1ZRB84ZS.0"
3,"UBYYF511/2AHB26ZS.0"
4,"UBYYF511/B6T7T943ZS.2"
3,"UBYYF511/B7Y6Y842ZL.1"
2,"UBYYF511/UBTTD400"
2,"UBYYF511/ZTU7013"
2,"UBYYF511/ZTU7026ZL.2"
4,"UBYYF521/UBTUE177ZL.2"
2,"UBYYF521/ZTU7026ZL.2"
6,"UBYYF531/UBTUE177ZL.2"
3,"UBYYF531/ZTU7026ZL.2"
5,"UBYYG140/WTP6741ZL.2"
3.5,"UBYYG780/UBTTD400"
2,"UBYYG780/ZTU7026ZL.2"
3,"UBYYG890/UBTTD400"
2,"UBYYG890/WYY8370"
7,"WFX9084/WTP6741ZL.2"
2.5,"WFY8204/B7T7T812ZS.4"
2,"WFY9324/2ZRB29ZS.0"
4.25,"WOY6300/UBTTE410"
2,"WOY6300/ZTU7026ZL.2"
2.75,"WTP6741ZL.2/8CEB55"
4.5,"WTP6741ZL.2/9DRB50"
2.875,"WTP6741ZL.2/D8BB55"
5,"WTP6741ZL.2/PEFXD266"
4.25,"WTP6741ZL.2/PEXXE236"
2.375,"WTP6741ZL.2/PEYFB129"
3.75,"WTP6741ZL.2/PEYOB268"
4,"WTP6741ZL.2/PEYXD248"
5.75,"WTP6741ZL.2/PEYYB479"
4,"WTP6741ZL.2/UBYXD730"
4.75,"WTP6741ZL.2/UBYXE329"
3.875,"WTP6741ZL.2/UBYXE419"
3.5,"WTP6741ZL.2/UBYXG377"
4.375,"WTP6741ZL.2/UBYYD390"
5.375,"WTP6741ZL.2/UBYYE190"
5.25,"WTP6741ZL.2/UBYYE210"
5,"WTP6741ZL.2/UBYYF340"
3.5,"WTP6741ZL.2/WYXD534"
2,"WTT6241/1EEB17"
2.5,"WTT6241/1ZDB84"
2.66666666666667,"WTT6241/1ZRB84ZS.0"
2.5,"WTT6241/8DTB18"
3.5,"WTT6241/ZTU7026ZL.2"
4,"WTT8210WT.2/WYFC994"
5.25,"WTT8210ZL.3/WYXD444"
3.5,"WXF7791/2ZRB29ZS.0"
4,"WXXD474/UBTTD400"
3,"WXXD474/UBTTD490"
2,"WXXD474/ZTU7026ZL.2"
4,"WXY8581/B7Y6Y842ZL.1"
3.5,"WXY8581/UBTTD400"
5,"WXY8581/UBTUE177ZL.2"
2.25,"WXY8581/ZTU7026ZL.2"
5.5,"WYF5521/2ZRB29ZS.0"
2.5,"WYF6091/PETTF126ZL.2"
2,"WYF6091/UBTUD529"
4,"WYF6150/WTP6741ZL.2"
3.5,"WYF6150ZL.1/8DTB18"
2.5,"WYF6150ZL.1/UBTTE410"
1.75,"WYF6191/1YRB77ZS.0"
2.5,"WYF6191/UBTTD400"
2,"WYF6191/UBTTD490"
2,"WYF6191/ZTU7026ZL.2"
2,"WYF7611/UBTTD400"
2,"WYF7611/UBTTD490"
2,"WYF7611/ZTU7026ZL.2"
3,"WYFA142/B6T7T943ZS.2"
4.5,"WYFA142/B7T1C128ZS.1"
5,"WYFA142/B7T7T812ZS.4"
2,"WYFA142/PETTF126ZL.2"
2.75,"WYFA142/ZTU7026ZL.2"
3,"WYFA804/WTP6741ZL.2"
6,"WYFA824/WTP6741ZL.2"
2,"WYFB133/WTP6741ZL.2"
2,"WYFB972/ZTU7026ZL.2"
4.5,"WYFC813/UBTUE177ZL.2"
4.5,"WYFC994/B6T7T943ZS.2"
3.75,"WYFC994/UBTTD400"
2.5,"WYFC994/UBTTD490"
2.25,"WYFC994/UBTTE410"
2.5,"WYFC994/UBTUD529"
2,"WYFD945/WTP6741ZL.2"
3.5,"WYX8341/PETTF126ZL.2"
2,"WYXA104/2SHB03"
6,"WYXC202/WTP6741ZL.2"
2.5,"WYXC512/WTP6741ZL.2"
6,"WYXD444/UBTTD400"
3.5,"WYXD444/UBTTD490"
4.5,"WYXD444/WTP6741ZL.2"
2,"WYXD534/UBTTD400"
2.5,"WYXD534/UBTTD490"
5.5,"WYY7460/UBTTD400"
3,"XJH51/PETTF126ZL.2"
2,"YTU7135/BBJKX1003"
2.5,"YTU7135/PETTF126ZL.2"
3.5,"YTU7135/SHJ07"
3,"YTU7135/UBTTD490"
3.75,"YYX7575/UBTTD400"
4,"ZTTG315ZL.2/BBJKX1003"
2.5,"ZTTG355/1ZDB84"
4,"ZTTG355ZL.0/1ZDB84"
4.5,"ZTTG355ZL.1/1ZDB84"
3.5,"ZTTG355ZL.2/1ZDB84"
3,"ZTU7013/1DRB96"
4,"ZTU7013/1ZDB84"
2,"ZTU7013/4DEB01"
4,"ZTU7013/9DRB50"
2,"ZTU7013ZL.0/ZTU7026ZL.2/1ZDB84"
2,"ZTU7013ZL.0/ZTU7026ZL.2/2SHB03"
3,"ZTU7013ZL.0/ZTU7026ZL.2/4DEB01"
2.5,"ZTU7013ZL.0/ZTU7026ZL.2/8DTB18"
2,"ZTU7013ZL.0/ZTU7026ZL.2/PEFXD266"
2.5,"ZTU7026GR.0/2SHB03"
3.5,"ZTU7026GR.0/PEFXD266"
2.75,"ZTU7026GR.0/PEYYC439"
2.75,"ZTU7026ZL.2/1DRB96"
2.75,"ZTU7026ZL.2/1FTB72"
2,"ZTU7026ZL.2/1ZDB84"
2.375,"ZTU7026ZL.2/2SHB03"
2.375,"ZTU7026ZL.2/8DTB18"
3,"ZTU7026ZL.2/9DRB50"
2.25,"ZTU7026ZL.2/ACYFB838"
2,"ZTU7026ZL.2/DBJKK3166"
2.5,"ZTU7026ZL.2/DBJKK3175"
3.75,"ZTU7026ZL.2/PEFXD266"
2.625,"ZTU7026ZL.2/PEYFC319"
3.125,"ZTU7026ZL.2/PEYYC439"
2.25,"ZTU7026ZL.2/UBYFF378"
2.75,"ZTU7026ZL.2/UBYFF788"
2.25,"ZTU7026ZL.2/UBYYD390"
3.125,"ZTU7026ZL.2/UBYYD760"
2.125,"ZTU7026ZL.2/WYF6091"
2,"ZTU7026ZL.2/WYXC512"
2,"ZTU7026ZL.2/ZTU7013ZL.0/1EEB17"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/1EEB63"
2,"ZTU7026ZL.2/ZTU7013ZL.0/1EEB88"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/1FTB73"
3,"ZTU7026ZL.2/ZTU7013ZL.0/2AHB60"
3,"ZTU7026ZL.2/ZTU7013ZL.0/8CEB45"
3.5,"ZTU7026ZL.2/ZTU7013ZL.0/8FTB43"
3.5,"ZTU7026ZL.2/ZTU7013ZL.0/8FTB47"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/8FTB73"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/8FTB79"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/ACYFB848"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/PEXXE236"
